id,original_title,title,runtime
24803,Julie & Julia,Julie & Julia,123.0
38879,Les plages d'Agnès,The Beaches of Agnès,110.0
17335,Obsessed,Obsessed,108.0
13836,Race to Witch Mountain,Race to Witch Mountain,98.0
20071,Pagafantas,Pagafantas,84.0
13730,La Boîte noire,Black Box,90.0
15438,Mes stars et moi,My Stars,88.0
18126,Hannah Montana: The Movie,Hannah Montana: The Movie,102.0
14869,G.I. Joe: The Rise of Cobra,G.I. Joe: The Rise of Cobra,118.0
14415,Séraphine,Séraphine,125.0
30250,Cold Souls,Cold Souls,101.0
121895,Daddy Nostalgie,Daddy Nostalgia,105.0
17134,12 Rounds,12 Rounds,108.0
50719,"Silent Night, Deadly Night Part 2","Silent Night, Deadly Night II",88.0
105703,風櫃來的人,The Boys from Fengkuei,98.0
176650,兒子的大玩偶,The Sandwich Man,105.0
17199,La Moitié gauche du frigo,La Moitié gauche du frigo,90.0
20153,Where Danger Lives,Where Danger Lives,82.0
20777,The Killing Room,The Killing Room,93.0
54982,Introducing Dorothy Dandridge,Introducing Dorothy Dandridge,120.0
92989,冬冬的假期,A Summer at Grandpa's,93.0
45999,童年童年,"A Time to Live, a Time to Die",138.0
18908,Den eneste ene,The One and Only,106.0
31067,Fail Safe,Fail Safe,86.0
39286,Four Last Songs,Four Last Songs,110.0
13752,Max Manus,Max Manus: Man of War,118.0
22600,Jerusalema,Gangster's Paradise: Jerusalema,120.0
99657,Julianes Sturz in den Dschungel,Wings of Hope,65.0
40797,The Trail Beyond,The Trail Beyond,55.0
40743,Winds of the Wasteland,Winds of the Wasteland,54.0
17285,Kill Buljo,Kill Buljo,93.0
12407,Stone of Destiny,Stone of Destiny,96.0
97252,Okie Noodling,Okie Noodling,57.0
18440,Days of Darkness,Days of Darkness,89.0
22602,Randy Rides Alone,Randy Rides Alone,53.0
40799,West of the Divide,West of the Divide,54.0
40071,Schatjes!,Darlings!,101.0
19422,Lost in Austen,Lost in Austen,184.0
31670,Je suis né d'une cigogne,Children of the Stork,80.0
38107,The Star Packer,The Star Packer,53.0
15137,ヱヴァンゲリヲン新劇場版：序,Evangelion: 1.0: You Are (Not) Alone,97.0
37047,ラブひな クリスマススペシャル ～サイレント・イヴ～,Love Hina Christmas Special: Silent Eve,46.0
66949,Molière,Molière,260.0
77285,浮雲,Floating Clouds,123.0
64728,Minato no nihon musume,Japanese Girls at the Harbor,72.0
11115,Deal,Deal,85.0
22795,Doing Time on Maple Drive,Doing Time on Maple Drive,92.0
21878,La Linea,The Line,95.0
18585,The Ramen Girl,The Ramen Girl,122.0
19905,"The Goods: Live Hard, Sell Hard","The Goods: Live Hard, Sell Hard",90.0
22051,Adam,Adam,99.0
25902,Csak szex és más semmi,Just Sex and Nothing Else,97.0
16634,Alien Trespass,Alien Trespass,90.0
58421,Ignition,Ignition,99.0
56264,Dillinger and Capone,Dillinger and Capone,95.0
31913,"Next Stop, Greenwich Village","Next Stop, Greenwich Village",111.0
14940,Gigantic,Gigantic,99.0
24420,The Time Traveler's Wife,The Time Traveler's Wife,107.0
13797,Feast II: Sloppy Seconds,Feast II: Sloppy Seconds,97.0
12605,Katze im Sack,Katze im Sack,87.0
128856,Mitfahrer – Jede Begegnung ist eine Chance,Traffic Affairs,0.0
145066,Waterland,Waterland,95.0
31216,I Can't Think Straight,I Can't Think Straight,80.0
19556,Miss March,Miss March,89.0
23367,Bandslam,Bandslam,111.0
49982,悲情城市,A City of Sadness,157.0
45852,Harvard Beats Yale 29-29,Harvard Beats Yale 29-29,105.0
24999,The Great Happiness Space: Tale of an Osaka Love Thief,The Great Happiness Space: Tale of an Osaka Love Thief,78.0
16710,Meet the Browns,Meet the Browns,100.0
19840,"I Love You, Beth Cooper","I Love You, Beth Cooper",102.0
25047,Le Deuxième Souffle,Le Deuxième Souffle,150.0
33199,후회하지 않아,No Regret,113.0
22025,Detroit Metal City,Detroit Metal City,104.0
99599,尼羅河女兒,Daughter of the Nile,91.0
25183,Paper Heart,Paper Heart,88.0
19170,Mystery Street,Mystery Street,93.0
14745,The Haunting of Molly Hartley,The Haunting of Molly Hartley,82.0
19585,G-Force,G-Force,88.0
41682,Christopher Columbus: The Discovery,Christopher Columbus: The Discovery,120.0
17336,Fighting,Fighting,105.0
11928,Tetro,Tetro,127.0
98289,Seven Waves Away,Seven Waves Away,100.0
99600,好男好女,"Good Men, Good Women",108.0
18281,Side Street,Side Street,83.0
8895,Adoration,Adoration,100.0
18533,Bronson,Bronson,92.0
30319,Feel The Noise,Feel The Noise,86.0
18820,I Really Hate My Job,I Really Hate My Job,90.0
85097,The Matador,The Matador,74.0
164741,Little Richard,Little Richard,0.0
12839,The Curiosity of Chance,The Curiosity of Chance,98.0
15775,If Only,If Only,92.0
44655,Susana,Susana,86.0
43384,Vengeance Valley,Vengeance Valley,83.0
46351,Great Guy,Great Guy,75.0
38662,The Hurricane Express,The Hurricane Express,79.0
18032,The Secret of Moonacre,The Secret of Moonacre,103.0
677,Olympia - Fest der Völker,Olympia Part One: Festival of the Nations,126.0
685,Olympia - Fest der Schönheit,Olympia Part Two: Festival of Beauty,100.0
92011,Assault on Devil's Island,Assault on Devil's Island,96.0
154430,Kaksipäisen kotkan varjossa,Shadow of the Eagle,0.0
49835,Cinematographer Style,Cinematographer Style,86.0
18759,The Cell 2,The Cell 2,94.0
106028,Summer School,Summer School,89.0
87683,Krakatoa: The Last Days,Krakatoa: The Last Days,87.0
42638,Queen Kelly,Queen Kelly,101.0
18568,Un uomo da rispettare,The Master Touch,112.0
33314,Nora Roberts' Midnight Bayou,Nora Roberts' Midnight Bayou,120.0
21657,Northern Lights,Northern Lights,120.0
8899,Le Silence de Lorna,Lorna's Silence,105.0
20778,Le Doulos,Le Doulos,108.0
22492,It Might Get Loud,It Might Get Loud,97.0
17153,Botched,Botched,95.0
21236,Lonely Street,Lonely Street,93.0
35059,High Noon,High Noon,90.0
43878,Partie de campagne,A Day in the Country,40.0
29967,Moonfleet,Moonfleet,87.0
68692,7 Women,7 Women,87.0
15641,Vacancy 2: The First Cut,Vacancy 2: The First Cut,86.0
21955,The Pom Pom Girls,The Pom Pom Girls,89.0
43303,Nora Roberts' Tribute,Nora Roberts' Tribute,88.0
25704,Post Grad,Post Grad,89.0
21371,Goodbye Solo,Goodbye Solo,91.0
23115,Long John Silver,Long John Silver,106.0
41427,Questo piccolo grande amore,Questo piccolo grande amore,0.0
184781,Voices,Voices,106.0
36108,Chacun son cinema ou Ce petit coup au coeur quand la lumiere s'eteint et que le film commence,To Each His Own Cinema,100.0
23049,My Life in Ruins,My Life in Ruins,95.0
26914,Troll 2,Troll 2,95.0
121655,London,London,85.0
15457,Faubourg 36,Paris 36,120.0
758,Murder Ahoy,Murder Ahoy,93.0
43734,Witch Hunt,Witch Hunt,91.0
41496,A Dog Year,A Dog Year,80.0
12410,Good,Good,96.0
45458,Les Amours d'Astrée et de Céladon,The Romance of Astrea and Celadon,109.0
64544,L'ami de mon amie,Boyfriends and Girlfriends,103.0
26320,Taking Woodstock,Taking Woodstock,120.0
41127,Norma Jean & Marilyn,Norma Jean & Marilyn,139.0
35203,If These Walls Could Talk,If These Walls Could Talk,97.0
34869,Груз 200,Cargo 200,89.0
24150,Halloween II,Halloween II,105.0
65990,Meteor,Meteor,188.0
60216,Five Graves to Cairo,Five Graves to Cairo,96.0
21336,The Dark Corner,The Dark Corner,99.0
35044,Full Body Massage,Full Body Massage,93.0
2861,Le beau mariage,A Good Marriage,97.0
23451,Videocracy,Videocracy,85.0
25376,El secreto de sus ojos,The Secret in Their Eyes,129.0
59314,The Day After Trinity,The Day After Trinity,88.0
12244,9,9,79.0
58450,Cosmonauta,Cosmonaut,0.0
5060,Carry On Screaming,Carry On Screaming,87.0
15809,Green Street Hooligans 2,Green Street Hooligans 2,94.0
29914,Randy & the Mob,Randy & the Mob,91.0
52710,Détective,Detective,95.0
140887,The Three Musketeers,The Three Musketeers,210.0
40979,Seven Sinners,Seven Sinners,87.0
22494,Frequently Asked Questions About Time Travel,Frequently Asked Questions About Time Travel,83.0
37903,Das weisse Band,The White Ribbon,144.0
227370,Kahlekuningas,The Handcuff King,94.0
17899,Mentiras y gordas,"Sex, Party and Lies",107.0
18120,Fuga de Cerebros,Brain Drain,105.0
106006,Living with Michael Jackson: A Tonight Special,Living with Michael Jackson: A Tonight Special,110.0
17445,Green Lantern: First Flight,Green Lantern: First Flight,75.0
63581,Louis Theroux: The Most Hated Family in America,Louis Theroux: The Most Hated Family in America,60.0
23736,Lies & Illusions,Lies & Illusions,92.0
19898,Pandorum,Pandorum,108.0
20171,Paraiso Travel,Paraiso Travel,110.0
21700,Airbag,Airbag,112.0
57412,Peter Ibbetson,Peter Ibbetson,88.0
72083,Muerte de un ciclista,Death of a Cyclist,88.0
17046,Skellig,Skellig,98.0
6309,Flood,Flood,110.0
10313,The Men Who Stare at Goats,The Men Who Stare at Goats,93.0
20715,Immigrants (L.A. Dolce Vita),Immigrants (L.A. Dolce Vita),78.0
17632,The Hunt for Gollum,The Hunt for Gollum,38.0
31936,"¡Bienvenido, Míster Marshall!",Welcome Mr. Marshall!,78.0
40954,Beast from Haunted Cave,Beast from Haunted Cave,75.0
8071,Tout Va Bien,Tout Va Bien,95.0
43255,赤線地帯,Street of Shame,87.0
42225,Padre padrone,Padre Padrone,114.0
689,Ο θίασος,The Travelling Players,223.0
22774,Valentino: The Last Emperor,Valentino: The Last Emperor,96.0
53430,The Pilgrim,The Pilgrim,40.0
32317,Le million,Le Million,83.0
47576,Memorias del subdesarrollo,Memories of Underdevelopment,97.0
2979,Return of the Ghostbusters,Return of the Ghostbusters,85.0
17618,Laid to Rest,Laid to Rest,90.0
19994,Jennifer's Body,Jennifer's Body,100.0
11323,The Informant!,The Informant!,108.0
117531,The Great Gabbo,The Great Gabbo,92.0
42762,Hillsborough,Hillsborough,101.0
3511,The Broken,The Broken,93.0
37317,The Tall Men,The Tall Men,122.0
25900,Tension,Tension,95.0
29134,Amreeka,Amreeka,96.0
12569,Extract,Extract,92.0
19912,The Final Destination,The Final Destination,82.0
18501,Gamer,Gamer,95.0
22794,Cloudy with a Chance of Meatballs,Cloudy with a Chance of Meatballs,90.0
279606,Radio Inside,Radio Inside,91.0
26367,I Can Do Bad All By Myself,I Can Do Bad All By Myself,113.0
43757,The Silver Stallion,The Silver Stallion,93.0
23253,Mr. Robinson Crusoe,Mr. Robinson Crusoe,76.0
114618,The Wreck of the Mary Deare,The Wreck of the Mary Deare,105.0
18570,"Food, Inc.","Food, Inc.",94.0
36703,Beeswax,Beeswax,100.0
46768,Beatrice Cenci,Conspiracy of Torture,99.0
18724,Attack of the 50 Foot Woman,Attack of the 50 Foot Woman,65.0
22536,박쥐,Thirst,133.0
16873,Battle for Terra,Battle for Terra,85.0
22326,Kielletty hedelmä,Forbidden Fruit,104.0
25643,Love Happens,Love Happens,109.0
29963,Bright Star,Bright Star,119.0
30685,Blood Creek,Blood Creek,90.0
25549,Split Second,Split Second,85.0
63615,Un buen hombre,Un buen hombre,0.0
26009,Scandal Sheet,Scandal Sheet,82.0
26500,Sof Ha'Olam Smola,Turn Left at the End of the World,110.0
35113,I Want You,I Want You,87.0
40225,La confiance règne,Confidence Reigns,98.0
17455,Hellraiser: Deader,Hellraiser: Deader,88.0
12699,Hellraiser: Hellworld,Hellraiser: Hellworld,91.0
25532,Crónica de una fuga,Chronicle of an Escape,103.0
23827,Paranormal Activity,Paranormal Activity,86.0
14579,Lake City,Lake City,92.0
185591,L'aigle à deux têtes,The Eagle Has Two Heads,93.0
28299,"Forever, Darling","Forever, Darling",91.0
16194,Not Quite Hollywood,Not Quite Hollywood,103.0
62396,3 Ring Circus,3 Ring Circus,103.0
18974,The 3 Worlds of Gulliver,The 3 Worlds of Gulliver,100.0
64450,Kinatay,Kinatay,105.0
44208,Angel,Angel,91.0
19136,Hellzapoppin',Hellzapoppin',80.0
25112,Ballast,Ballast,96.0
28051,5 bambole per la luna d'agosto,5 Dolls for an August Moon,88.0
20178,World's Greatest Dad,World's Greatest Dad,99.0
67612,Deus e o Diabo na Terra do Sol,"Black God, White Devil",120.0
25050,歩いても 歩いても,Still Walking,114.0
43360,Le Plaisir,Le Plaisir,97.0
41053,Pyaasa,Pyaasa,146.0
54563,"Muriel, ou le Temps d'un retour","Muriel, or the Time of Return",115.0
76636,Xala,Xala,123.0
22074,Capitalism: A Love Story,Capitalism: A Love Story,120.0
91262,Le sang des bêtes,Blood of the Beasts,20.0
38670,Un esercito di cinque uomini,The Five Man Army,105.0
22717,वांटेड,Wanted,129.0
23128,The Cove,The Cove,92.0
12573,A Serious Man,A Serious Man,105.0
28053,City Island,City Island,104.0
24869,Ink,Ink,106.0
90056,Mest kinematograficheskogo operatora (Cameraman's Revenge),The Cameraman's Revenge,12.0
126597,Do pivince,Down to the Cellar,15.0
24561,ヤッターマン,Yatterman,119.0
36800,Metropia,Metropia,86.0
14476,Clubbed,Clubbed,95.0
104275,"Kyvadlo, jáma a nadeje","The Pit, the Pendulum and Hope",15.0
21398,Grace,Grace,84.0
23127,The Haunted World of El Superbeasto,The Haunted World of El Superbeasto,77.0
39506,春婦伝,Story of a Prostitute,96.0
23202,Trick 'r Treat,Trick 'r Treat,82.0
24001,The Hills Run Red,The Hills Run Red,81.0
22798,Whip It,Whip It,111.0
23082,The Invention of Lying,The Invention of Lying,100.0
62635,Unmistaken Child,Unmistaken Child,102.0
61524,A-Haunting We Will Go,A-Haunting We Will Go,68.0
19959,Surrogates,Surrogates,89.0
18065,Next Day Air,Next Day Air,84.0
19908,Zombieland,Zombieland,88.0
28665,Fame,Fame,107.0
23044,The September Issue,The September Issue,90.0
54191,Paris Trout,Paris Trout,93.0
18176,Assassination of a High School President,Assassination of a High School President,93.0
23532,How to Be a Serial Killer,How to Be a Serial Killer,91.0
46068,Bud Abbott and Lou Costello in Hollywood,Bud Abbott and Lou Costello in Hollywood,83.0
33474,Abbott and Costello in the Foreign Legion,Abbott and Costello in the Foreign Legion,80.0
26688,Sorority Row,Sorority Row,101.0
22787,Whiteout,Whiteout,101.0
4786,Rudo y Cursi,Rudo & Cursi,102.0
24684,An Education,An Education,100.0
77246,David and Lisa,David and Lisa,86.0
63795,Abbott and Costello Meet Captain Kidd,Abbott and Costello Meet Captain Kidd,70.0
63978,La vie est un roman,Life Is a Bed of Roses,110.0
11156,Coco avant Chanel,Coco Before Chanel,110.0
74469,The Story of Louis Pasteur,The Story of Louis Pasteur,86.0
44054,The Killing of John Lennon,The Killing of John Lennon,114.0
26763,Burma VJ: Reporter i et lukket land,Burma VJ: Reporting from a Closed Country,84.0
99189,Werner Herzog Eats His Shoe,Werner Herzog Eats His Shoe,20.0
18710,Capone,Capone,101.0
33476,Abbott and Costello Meet the Keystone Kops,Abbott and Costello Meet the Keystone Kops,80.0
19899,Couples Retreat,Couples Retreat,113.0
23706,All About Steve,All About Steve,99.0
142084,Hiroshima,Hiroshima,80.0
39488,Gigante,Giant,88.0
106254,Konets Sankt-Peterburga,The End of St. Petersburg,80.0
11807,Jab We Met,Jab We Met,145.0
17622,Fifty Dead Men Walking,Fifty Dead Men Walking,117.0
60773,La Baie des Anges,Bay of Angels,84.0
885,The Docks of New York,The Docks of New York,76.0
126136,Our Daily Bread,Our Daily Bread,80.0
23966,Deadgirl,Deadgirl,101.0
188858,Lo que sé de Lola,Lola,112.0
48214,Das fidele Gefängnis,The Merry Jail,48.0
44685,ラブひな 春スペシャル ～キミサクラチルナカレ!!～,Love Hina Spring Special - I Wish Your Dream,48.0
92990,黃土地,Yellow Earth,89.0
43902,Cleopatra,Cleopatra,100.0
43850,The Divorce of Lady X,The Divorce of Lady X,92.0
33857,Bye-Bye Bin Laden,Bye-Bye Bin Laden,0.0
33380,Gayniggers from Outer Space,Gayniggers from Outer Space,26.0
70569,The Windmill Movie,The Windmill Movie,80.0
21910,I Sell The Dead,I Sell The Dead,85.0
4734,Van Gogh,Van Gogh,158.0
42678,The Shanghai Gesture,The Shanghai Gesture,99.0
44334,The Tales of Hoffmann,The Tales of Hoffmann,128.0
42537,The Wedding March,The Wedding March,113.0
16523,Where the Wild Things Are,Where the Wild Things Are,101.0
46931,Georg,Georg,105.0
1686,Chelsea Girls,Chelsea Girls,210.0
67062,Terra em Transe,Entranced Earth,110.0
59239,মেঘে ঢাকা তারা,The Cloud-Capped Star,134.0
85927,India Song,India Song,120.0
63107,¡Que Viva México! - Да здравствует Мексика!,¡Que Viva México!,85.0
29124,Get Thrashed,Get Thrashed,100.0
44630,Aces High,Aces High,114.0
53423,Shoulder Arms,Shoulder Arms,45.0
37340,The Man Who Watched Trains Go By,The Man Who Watched Trains Go By,82.0
38702,Reckless,Reckless,90.0
43990,Lost Angels,Lost Angels,116.0
18214,Black Eagle,Black Eagle,93.0
3513,Legionnaire,Legionnaire,98.0
19837,Beer Wars,Beer Wars,89.0
25132,Shorts,Shorts,89.0
12572,"New York, I Love You","New York, I Love You",103.0
22803,Law Abiding Citizen,Law Abiding Citizen,109.0
32563,The Flame and the Arrow,The Flame and the Arrow,88.0
52941,"I, Monster","I, Monster",75.0
180576,Rich in Love,Rich in Love,105.0
33806,De helaasheid der dingen,The Misfortunates,108.0
50936,戰神傳說,Moon Warriors,83.0
8915,Amelia,Amelia,111.0
19904,The Stepfather,The Stepfather,101.0
120518,See You in the Morning,See You in the Morning,119.0
24238,Mary and Max,Mary and Max,92.0
19918,Spread,Spread,97.0
24056,The Tournament,The Tournament,95.0
23512,The Boys Are Back,The Boys Are Back,104.0
31189,Cairo Time,Cairo Time,88.0
54154,Dio è con noi,5th Day of Peace,103.0
85763,The 7th Dawn,The 7th Dawn,123.0
37637,There's Always Tomorrow,There's Always Tomorrow,84.0
94663,Szegénylegények,The Round-Up,87.0
69912,La Prise de Pouvoir Par Louis XIV,The Taking of Power by Louis XIV,90.0
51619,The Sound Barrier,The Sound Barrier,118.0
21058,Xiao cheng zhi chun,Spring in a Small Town,94.0
30506,The Princess and the Pirate,The Princess and the Pirate,94.0
97029,Ceddo,Ceddo,120.0
71041,Der Tiger von Eschnapur,The Tiger of Eschnapur,101.0
98914,Мать,Mother,89.0
54419,Sous les toits de Paris,Under the Roofs of Paris,96.0
89681,La hora de los hornos,The Hour of the Furnaces,260.0
42788,Prima della rivoluzione,Before the Revolution,115.0
8926,Afterschool,Afterschool,122.0
16398,Dragonquest,Dragonquest,90.0
24392,The Dark Lurking,The Dark Lurking,96.0
2973,Аэлита,Aelita: Queen of Mars,120.0
32928,Neobychainye priklyucheniya mistera Vesta,The Extraordinary Adventures of Mr. West in the Land of the Bolsheviks,94.0
22947,Up in the Air,Up in the Air,109.0
141640,David Copperfield,David Copperfield,0.0
168607,Expo Magic of the White City,Expo Magic of the White City,116.0
13558,H.H. Holmes: America's First Serial Killer,H.H. Holmes: America's First Serial Killer,64.0
105419,El crimen de Cuenca,The Cuenca Crime,88.0
47430,Korczak,Korczak,115.0
34631,You're Gonna Miss Me: A Film About Roky Erickson,You're Gonna Miss Me: A Film About Roky Erickson,91.0
234937,Forever,Forever,97.0
19035,Možnosti dialogu,Dimensions of Dialogue,12.0
56619,Tma/Svetlo/Tma,Darkness/Light/Darkness,8.0
26191,35 Rhums,35 Shots of Rum,100.0
23173,Tormented,Tormented,91.0
53985,Mutant Pumpkins from Outer Space,Mutant Pumpkins from Outer Space,27.0
49167,"Ali Zaoua, prince de la rue",Ali Zaoua: Prince of the Streets,99.0
39306,The 13th Letter,The 13th Letter,85.0
71171,23 Paces to Baker Street,23 Paces to Baker Street,103.0
84089,"Maradona, la mano di Dio","Maradona, the Hand of God",113.0
31021,Komornik,The Collector,100.0
173171,Nie ma róży bez ognia,A Jungle Book of Regulations,91.0
48329,Ryan,Ryan,13.0
44338,Balance,Balance,7.0
36577,吸血少女対少女フランケン,Vampire Girl vs. Frankenstein Girl,84.0
22447,Is Anybody There?,Is Anybody There?,95.0
43893,Les Misérables,Les Misérables,108.0
65403,Vital Signs,Vital Signs,102.0
22804,Saw VI,Saw VI,90.0
13576,Michael Jackson's This Is It,This Is It,111.0
28422,愛のむきだし,Love Exposure,237.0
108021,A Dangerous Woman,A Dangerous Woman,102.0
94653,Twilight of the Ice Nymphs,Twilight of the Ice Nymphs,91.0
1697,Wer früher stirbt ist länger tot,Grave Decisions,105.0
36949,99 River Street,99 River Street,83.0
38680,40 Guns to Apache Pass,40 Guns to Apache Pass,95.0
24418,Cirque du Freak: The Vampire's Assistant,Cirque du Freak: The Vampire's Assistant,109.0
22821,The Boondock Saints II: All Saints Day,The Boondock Saints II: All Saints Day,118.0
22800,Good Hair,Good Hair,95.0
24804,Black Dynamite,Black Dynamite,90.0
29150,Big Fan,Big Fan,91.0
14968,웰컴 투 동막골,Welcome to Dongmakgol,133.0
38065,Salvage,Salvage,80.0
16577,Astro Boy,Astro Boy,94.0
61647,One Hundred Men and a Girl,One Hundred Men and a Girl,84.0
37767,Un sacco bello,Fun Is Beautiful,97.0
22820,Gentlemen Broncos,Gentlemen Broncos,89.0
10315,Fantastic Mr. Fox,Fantastic Mr. Fox,87.0
30431,Creation,Creation,108.0
197552,Between the Devil and the Deep Blue Sea,Between the Devil and the Deep Blue Sea,0.0
38984,Coco Chanel & Igor Stravinsky,Coco Chanel & Igor Stravinsky,120.0
36278,Top Dog,Top Dog,86.0
54648,The Pebble and the Penguin,The Pebble and the Penguin,74.0
32834,MVP: Most Valuable Primate,MVP: Most Valuable Primate,93.0
14834,Not Easily Broken,Not Easily Broken,99.0
53263,Price of Glory,Price of Glory,118.0
51317,Plácido,Placido,83.0
70555,Das Indische Grabmal,The Indian Tomb,97.0
63401,L'amour fou,L'Amour Fou,252.0
84273,Потомок Чингисхана,Storm Over Asia,127.0
82040,Most,Most,29.0
85715,Арсенал,Arsenal,70.0
836,Vidas secas,Barren Lives,115.0
17979,A Christmas Carol,A Christmas Carol,96.0
43370,The Lusty Men,The Lusty Men,113.0
113520,The Hart of London,The Hart of London,80.0
94638,Окраина,Outskirts,98.0
84656,Fires Were Started,Fires Were Started,63.0
105077,Battlestar Galactica: The Plan,Battlestar Galactica: The Plan,112.0
95600,Chronik der Anna Magdalena Bach,The Chronicle of Anna Magdalena Bach,94.0
84772,Hell's Hinges,Hell's Hinges,64.0
106537,Michael Jackson: Life of a Superstar,Michael Jackson: Life of a Superstar,0.0
53767,Kaagaz Ke Phool,Kaagaz Ke Phool,148.0
18930,Murder by Contract,Murder by Contract,81.0
4475,The Private Lives of Pippa Lee,The Private Lives of Pippa Lee,98.0
24565,Unser täglich Brot,Our Daily Bread,92.0
108200,The Doctor Takes a Wife,The Doctor Takes a Wife,88.0
77121,A Night to Remember,A Night to Remember,88.0
52048,Last Stop for Paul,Last Stop for Paul,83.0
75804,The Toll of the Sea,The Toll of the Sea,54.0
24480,Partly Cloudy,Partly Cloudy,5.0
37060,Das Rad,Rocks,8.0
176273,The Chechahcos,The Chechahcos,87.0
19851,Grey Gardens,Grey Gardens,104.0
24293,Goemon,Goemon,128.0
14161,2012,2012,158.0
22825,The Box,The Box,115.0
8088,Los abrazos rotos,Broken Embraces,127.0
70805,Sunday,Sunday,91.0
21581,"Dédé, à travers les brumes",Through the Mist,139.0
22824,The Fourth Kind,The Fourth Kind,98.0
25793,Precious,Precious,110.0
23189,The Undercover Man,The Undercover Man,85.0
11699,The Bad Lieutenant: Port of Call - New Orleans,The Bad Lieutenant: Port of Call - New Orleans,122.0
18239,The Twilight Saga: New Moon,The Twilight Saga: New Moon,130.0
17774,Derailed,Derailed,89.0
28089,The Messenger,The Messenger,113.0
14859,Keith,Keith,93.0
7860,Etz Limon,Lemon Tree,106.0
22832,Ninja Assassin,Ninja Assassin,99.0
32511,"Polițist, adjectiv","Police, Adjective",115.0
14172,Wake of Death,Wake of Death,91.0
19167,Second In Command,Second In Command,91.0
121088,Efectos secundarios,Efectos secundarios,111.0
73501,A Plumm Summer,A Plumm Summer,99.0
2261,Wattstax,Wattstax,98.0
9924,The Hard Corps,The Hard Corps,110.0
30231,Oxford Blues,Oxford Blues,97.0
33273,Celda 211,Cell 211,110.0
33035,A Film with Me in It,A Film with Me in It,89.0
55628,The Last Remake of Beau Geste,The Last Remake of Beau Geste,85.0
112687,Doomwatch,Doomwatch,92.0
20411,Until Death,Until Death,101.0
71329,Yeelen,Yeelen,105.0
32543,La kermesse héroïque,Carnival in Flanders,110.0
54966,Pakeezah,Pakeezah,146.0
91426,楊貴妃,Princess Yang Kwei Fei,98.0
6058,The Patriot,The Patriot,90.0
31002,Ticker,Ticker,92.0
34003,Turtles Forever,Turtles Forever,78.0
25472,Merry Madagascar,Merry Madagascar,30.0
7445,Brothers,Brothers,104.0
23269,Naisenkuvia,Portraits of Women,90.0
411456,Yhdeksän tapaa lähestyä Helsinkiä,Nine Ways to Approach Helsinki,63.0
47466,A Légy,The Fly,3.0
109175,Summer of the Monkeys,Summer of the Monkeys,101.0
153118,L'homme sans ombre,The Man Without a Shadow,9.0
18595,Garage,Garage,85.0
53516,"Billy Blazes, Esq.","Billy Blazes, Esq.",13.0
27258,Home Movie,Home Movie,77.0
20764,Sleep Dealer,Sleep Dealer,90.0
25467,Before I Self Destruct,Before I Self Destruct,79.0
161094,Hoop Reality,Hoop Reality,90.0
267523,Printed Rainbow,Printed Rainbow,15.0
22881,The Blind Side,The Blind Side,129.0
93743,Счастье,Happiness,95.0
97035,Une histoire de vent,A Tale of the Wind,80.0
88276,Zorns Lemma,Zorns Lemma,60.0
94466,Gishiki,The Ceremony,123.0
99875,Un chapeau de paille d'Italie,The Italian Straw Hat,105.0
126863,"Tom, Tom, the Piper's Son","Tom, Tom, the Piper's Son",115.0
58435,Hitler - Ein Film aus Deutschland,Hitler: A Film from Germany,442.0
1284,Torrente 2: Misión en Marbella,Torrente 2: Mission in Marbella,99.0
19116,Asylum,Asylum,93.0
25716,クローズ ZERO II,Crows Zero II,133.0
36106,True Heart Susie,True Heart Susie,61.0
90041,La Région Centrale,La Région Centrale,184.0
104776,Anatahan,Ana-ta-han,92.0
8353,Limite,Limite,120.0
15400,Mickey's Once Upon a Christmas,Mickey's Once Upon a Christmas,66.0
22640,Shrink,Shrink,104.0
22949,Old Dogs,Old Dogs,88.0
36272,Out of Reach,Out of Reach,88.0
16866,Planet 51,Planet 51,91.0
12404,Me and Orson Welles,Me and Orson Welles,114.0
23951,Objectified,Objectified,75.0
30238,Earthlings,Earthlings,95.0
29406,Trucker,Trucker,90.0
34653,A Single Man,A Single Man,101.0
14452,Kill Switch,Kill Switch,96.0
18472,Driven To Kill,Driven To Kill,98.0
51284,Морфий,Morphine,110.0
7980,The Lovely Bones,The Lovely Bones,136.0
22954,Invictus,Invictus,134.0
2143,Carla's Song,Carla's Song,125.0
10198,The Princess and the Frog,The Princess and the Frog,97.0
26171,Everybody's Fine,Everybody's Fine,99.0
32634,Two Rode Together,Two Rode Together,109.0
4597,Armored,Armored,88.0
37190,Transylmania,Transylmania,92.0
31909,Invaders from Mars,Invaders from Mars,100.0
62131,Link,Link,103.0
20606,Doghouse,Doghouse,89.0
139212,Katastrofin aineksia,Recipes For Disaster,85.0
57654,Munyurangabo,Munyurangabo,97.0
18175,The Art of Travel,The Art of Travel,100.0
88067,Cover-Up,Cover-Up,90.0
30526,Pentathlon,Pentathlon,101.0
347,Menschen am Sonntag,People on Sunday,74.0
35867,অরণ্যের দিনরাত্রি,Days and Nights in the Forest,115.0
64414,Le Signe du lion,Sign of the Lion,103.0
83491,Мой друг Иван Лапшин,My Friend Ivan Lapshin,100.0
56800,Judex,Judex,104.0
38759,Gösta Berlings saga,The Saga of Gosta Berling,183.0
28392,Moonrise,Moonrise,90.0
92432,Vaghe stelle dell'Orsa...,Sandra,105.0
45987,新平家物語,Taira Clan Saga,108.0
